,gender,age,time,distance,year,time_seconds
7490,M,35,25:35,4mi,2018,1535
7491,F,24,25:38,4mi,2018,1538
7492,M,17,25:38,4mi,2018,1538
7493,M,23,25:40,4mi,2018,1540
7494,M,18,25:47,4mi,2018,1547
7495,M,27,25:54,4mi,2018,1554
7496,M,37,25:55,4mi,2018,1555
7497,F,13,25:58,4mi,2018,1558
7498,M,18,26:00,4mi,2018,1560
7499,M,16,26:09,4mi,2018,1569
7500,M,40,26:11,4mi,2018,1571
7501,M,20,26:12,4mi,2018,1572
7502,M,30,26:16,4mi,2018,1576
7503,F,24,26:16,4mi,2018,1576
7504,M,14,26:19,4mi,2018,1579
7505,M,32,26:20,4mi,2018,1580
7506,M,18,26:20,4mi,2018,1580
7507,M,27,26:21,4mi,2018,1581
7508,M,16,26:22,4mi,2018,1582
7509,M,47,26:25,4mi,2018,1585
7510,M,13,26:35,4mi,2018,1595
7511,F,18,26:43,4mi,2018,1603
7512,M,43,26:46,4mi,2018,1606
7513,M,36,26:49,4mi,2018,1609
7514,M,15,26:49,4mi,2018,1609
7515,M,29,26:53,4mi,2018,1613
7516,M,16,26:55,4mi,2018,1615
7517,M,34,26:56,4mi,2018,1616
7518,M,16,26:56,4mi,2018,1616
7519,F,26,27:01,4mi,2018,1621
7520,M,41,27:01,4mi,2018,1621
7521,M,19,27:02,4mi,2018,1622
7522,M,41,27:03,4mi,2018,1623
7523,M,32,27:10,4mi,2018,1630
7524,M,29,27:11,4mi,2018,1631
7525,M,51,27:12,4mi,2018,1632
7526,M,12,27:14,4mi,2018,1634
7527,M,42,27:14,4mi,2018,1634
7528,M,37,27:17,4mi,2018,1637
7529,M,14,27:17,4mi,2018,1637
7530,M,35,27:19,4mi,2018,1639
7531,F,28,27:21,4mi,2018,1641
7532,M,16,27:23,4mi,2018,1643
7533,M,44,27:23,4mi,2018,1643
7534,M,57,27:24,4mi,2018,1644
7535,M,16,27:24,4mi,2018,1644
7536,M,14,27:26,4mi,2018,1646
7537,M,13,27:27,4mi,2018,1647
7538,M,30,27:27,4mi,2018,1647
7539,M,41,27:28,4mi,2018,1648
7540,M,44,27:30,4mi,2018,1650
7541,M,30,27:30,4mi,2018,1650
7542,M,41,27:31,4mi,2018,1651
7543,F,16,27:31,4mi,2018,1651
7544,M,65,27:31,4mi,2018,1651
7545,M,59,27:33,4mi,2018,1653
7546,F,22,27:33,4mi,2018,1653
7547,M,12,27:34,4mi,2018,1654
7548,M,43,27:38,4mi,2018,1658
7549,M,17,27:41,4mi,2018,1661
7550,M,20,27:46,4mi,2018,1666
7551,M,29,27:46,4mi,2018,1666
7552,M,13,27:49,4mi,2018,1669
7553,M,22,27:52,4mi,2018,1672
7554,M,38,27:53,4mi,2018,1673
7555,M,43,27:55,4mi,2018,1675
7556,M,37,27:58,4mi,2018,1678
7557,M,27,28:02,4mi,2018,1682
7558,F,29,28:04,4mi,2018,1684
7559,M,69,28:07,4mi,2018,1687
7560,M,53,28:11,4mi,2018,1691
7561,M,11,28:12,4mi,2018,1692
7562,M,45,28:14,4mi,2018,1694
7563,M,43,28:15,4mi,2018,1695
7564,M,18,28:17,4mi,2018,1697
7565,M,12,28:19,4mi,2018,1699
7566,M,25,28:19,4mi,2018,1699
7567,F,32,28:21,4mi,2018,1701
7568,M,26,28:22,4mi,2018,1702
7569,F,17,28:23,4mi,2018,1703
7570,F,33,28:25,4mi,2018,1705
7571,M,29,28:30,4mi,2018,1710
7572,M,48,28:31,4mi,2018,1711
7573,F,30,28:33,4mi,2018,1713
7574,M,37,28:34,4mi,2018,1714
7575,M,43,28:35,4mi,2018,1715
7576,M,38,28:39,4mi,2018,1719
7577,F,11,28:40,4mi,2018,1720
7578,M,12,28:41,4mi,2018,1721
7579,M,31,28:42,4mi,2018,1722
7580,F,15,28:42,4mi,2018,1722
7581,M,30,28:44,4mi,2018,1724
7582,F,42,28:47,4mi,2018,1727
7583,M,34,28:48,4mi,2018,1728
7584,M,28,28:50,4mi,2018,1730
7585,F,24,28:50,4mi,2018,1730
7586,M,47,28:52,4mi,2018,1732
7587,M,33,28:53,4mi,2018,1733
7588,M,22,28:56,4mi,2018,1736
7589,M,53,28:56,4mi,2018,1736
7590,M,10,28:58,4mi,2018,1738
7591,M,13,28:59,4mi,2018,1739
7592,F,37,29:00,4mi,2018,1740
7593,M,11,29:03,4mi,2018,1743
7594,F,46,29:04,4mi,2018,1744
7595,M,34,29:05,4mi,2018,1745
7596,M,49,29:06,4mi,2018,1746
7597,M,24,29:06,4mi,2018,1746
7598,M,46,29:07,4mi,2018,1747
7599,F,31,29:07,4mi,2018,1747
7600,M,12,29:10,4mi,2018,1750
7601,M,62,29:10,4mi,2018,1750
7602,M,15,29:12,4mi,2018,1752
7603,M,52,29:13,4mi,2018,1753
7604,M,34,29:13,4mi,2018,1753
7605,M,21,29:14,4mi,2018,1754
7606,F,41,29:14,4mi,2018,1754
7607,M,16,29:16,4mi,2018,1756
7608,F,16,29:19,4mi,2018,1759
7609,M,28,29:19,4mi,2018,1759
7610,M,27,29:23,4mi,2018,1763
7611,F,15,29:24,4mi,2018,1764
7612,F,15,29:28,4mi,2018,1768
7613,M,38,29:31,4mi,2018,1771
7614,M,23,29:31,4mi,2018,1771
7615,M,35,29:32,4mi,2018,1772
7616,M,48,29:34,4mi,2018,1774
7617,M,50,29:34,4mi,2018,1774
7618,M,17,29:35,4mi,2018,1775
7619,M,33,29:36,4mi,2018,1776
7620,M,40,29:38,4mi,2018,1778
7621,F,13,29:39,4mi,2018,1779
7622,M,40,29:42,4mi,2018,1782
7623,F,28,29:45,4mi,2018,1785
7624,M,28,29:45,4mi,2018,1785
7625,F,46,29:51,4mi,2018,1791
7626,M,57,29:53,4mi,2018,1793
7627,M,32,29:54,4mi,2018,1794
7628,M,37,29:57,4mi,2018,1797
7629,F,37,29:59,4mi,2018,1799
7630,M,44,29:59,4mi,2018,1799
7631,M,63,29:59,4mi,2018,1799
7632,M,56,30:00,4mi,2018,1800
7633,M,13,30:03,4mi,2018,1803
7634,F,34,30:05,4mi,2018,1805
7635,F,11,30:06,4mi,2018,1806
7636,M,46,30:07,4mi,2018,1807
7637,M,37,30:08,4mi,2018,1808
7638,M,24,30:09,4mi,2018,1809
7639,F,37,30:10,4mi,2018,1810
7640,M,34,30:10,4mi,2018,1810
7641,M,15,30:10,4mi,2018,1810
7642,M,51,30:10,4mi,2018,1810
7643,M,52,30:19,4mi,2018,1819
7644,M,51,30:20,4mi,2018,1820
7645,F,15,30:21,4mi,2018,1821
7646,M,14,30:21,4mi,2018,1821
7647,M,23,30:22,4mi,2018,1822
7648,M,54,30:23,4mi,2018,1823
7649,M,14,30:25,4mi,2018,1825
7650,M,38,30:26,4mi,2018,1826
7651,F,17,30:27,4mi,2018,1827
7652,M,25,30:27,4mi,2018,1827
7653,M,35,30:28,4mi,2018,1828
7654,M,10,30:28,4mi,2018,1828
7655,F,16,30:28,4mi,2018,1828
7656,M,31,30:29,4mi,2018,1829
7657,M,51,30:29,4mi,2018,1829
7658,M,12,30:30,4mi,2018,1830
7659,M,31,30:32,4mi,2018,1832
7660,F,47,30:33,4mi,2018,1833
7661,M,11,30:35,4mi,2018,1835
7662,F,20,30:36,4mi,2018,1836
7663,M,46,30:36,4mi,2018,1836
7664,F,37,30:37,4mi,2018,1837
7665,F,28,30:40,4mi,2018,1840
7666,M,41,30:42,4mi,2018,1842
7667,M,70,30:42,4mi,2018,1842
7668,M,39,30:44,4mi,2018,1844
7669,M,44,30:47,4mi,2018,1847
7670,F,15,30:51,4mi,2018,1851
7671,M,29,30:53,4mi,2018,1853
7672,F,25,31:01,4mi,2018,1861
7673,M,63,31:02,4mi,2018,1862
7674,M,51,31:02,4mi,2018,1862
7675,M,21,31:06,4mi,2018,1866
7676,M,29,31:07,4mi,2018,1867
7677,M,56,31:08,4mi,2018,1868
7678,M,52,31:08,4mi,2018,1868
7679,F,29,31:10,4mi,2018,1870
7680,F,18,31:12,4mi,2018,1872
7681,M,27,31:12,4mi,2018,1872
7682,M,17,31:12,4mi,2018,1872
7683,M,49,31:14,4mi,2018,1874
7684,M,28,31:14,4mi,2018,1874
7685,F,23,31:15,4mi,2018,1875
7686,F,58,31:16,4mi,2018,1876
7687,M,29,31:17,4mi,2018,1877
7688,M,60,31:17,4mi,2018,1877
7689,F,14,31:17,4mi,2018,1877
7690,F,19,31:18,4mi,2018,1878
7691,M,33,31:19,4mi,2018,1879
7692,M,45,31:19,4mi,2018,1879
7693,M,58,31:21,4mi,2018,1881
7694,M,35,31:21,4mi,2018,1881
7695,M,32,31:21,4mi,2018,1881
7696,M,42,31:22,4mi,2018,1882
7697,M,47,31:28,4mi,2018,1888
7698,M,38,31:29,4mi,2018,1889
7699,M,49,31:30,4mi,2018,1890
7700,M,14,31:32,4mi,2018,1892
7701,M,61,31:33,4mi,2018,1893
7702,M,14,31:34,4mi,2018,1894
7703,F,46,31:36,4mi,2018,1896
7704,M,64,31:37,4mi,2018,1897
7705,F,13,31:39,4mi,2018,1899
7706,M,61,31:40,4mi,2018,1900
7707,M,43,31:42,4mi,2018,1902
7708,M,68,31:43,4mi,2018,1903
7709,M,23,31:44,4mi,2018,1904
7710,M,33,31:44,4mi,2018,1904
7711,M,48,31:45,4mi,2018,1905
7712,M,55,31:45,4mi,2018,1905
7713,M,38,31:46,4mi,2018,1906
7714,M,33,31:46,4mi,2018,1906
7715,F,29,31:49,4mi,2018,1909
7716,M,30,31:49,4mi,2018,1909
7717,M,47,31:51,4mi,2018,1911
7718,F,37,31:52,4mi,2018,1912
7719,F,13,31:53,4mi,2018,1913
7720,M,51,31:54,4mi,2018,1914
7721,F,12,31:58,4mi,2018,1918
7722,M,54,31:59,4mi,2018,1919
7723,M,31,32:00,4mi,2018,1920
7724,F,16,32:01,4mi,2018,1921
7725,M,40,32:01,4mi,2018,1921
7726,M,55,32:04,4mi,2018,1924
7727,F,50,32:04,4mi,2018,1924
7728,F,41,32:05,4mi,2018,1925
7729,M,47,32:05,4mi,2018,1925
7730,M,32,32:06,4mi,2018,1926
7731,M,41,32:06,4mi,2018,1926
7732,M,42,32:07,4mi,2018,1927
7733,M,50,32:08,4mi,2018,1928
7734,F,27,32:08,4mi,2018,1928
7735,M,26,32:09,4mi,2018,1929
7736,M,29,32:10,4mi,2018,1930
7737,M,33,32:10,4mi,2018,1930
7738,F,13,32:11,4mi,2018,1931
7739,F,43,32:12,4mi,2018,1932
7740,M,10,32:12,4mi,2018,1932
7741,M,46,32:14,4mi,2018,1934
7742,F,27,32:15,4mi,2018,1935
7743,F,48,32:16,4mi,2018,1936
7744,F,16,32:16,4mi,2018,1936
7745,M,49,32:19,4mi,2018,1939
7746,F,12,32:20,4mi,2018,1940
7747,F,31,32:22,4mi,2018,1942
7748,M,16,32:24,4mi,2018,1944
7749,M,23,32:27,4mi,2018,1947
7750,M,53,32:28,4mi,2018,1948
7751,F,16,32:30,4mi,2018,1950
7752,M,22,32:30,4mi,2018,1950
7753,F,27,32:30,4mi,2018,1950
7754,M,43,32:31,4mi,2018,1951
7755,F,22,32:32,4mi,2018,1952
7756,M,57,32:33,4mi,2018,1953
7757,M,52,32:33,4mi,2018,1953
7758,F,30,32:34,4mi,2018,1954
7759,F,30,32:35,4mi,2018,1955
7760,F,17,32:36,4mi,2018,1956
7761,M,27,32:38,4mi,2018,1958
7762,F,42,32:38,4mi,2018,1958
7763,M,13,32:38,4mi,2018,1958
7764,M,41,32:39,4mi,2018,1959
7765,F,10,32:39,4mi,2018,1959
7766,M,46,32:40,4mi,2018,1960
7767,M,61,32:42,4mi,2018,1962
7768,M,33,32:44,4mi,2018,1964
7769,M,38,32:46,4mi,2018,1966
7770,M,49,32:48,4mi,2018,1968
7771,M,40,32:49,4mi,2018,1969
7772,F,32,32:49,4mi,2018,1969
7773,F,33,32:52,4mi,2018,1972
7774,M,35,32:54,4mi,2018,1974
7775,F,50,32:56,4mi,2018,1976
7776,M,19,32:56,4mi,2018,1976
7777,M,37,32:57,4mi,2018,1977
7778,F,33,32:57,4mi,2018,1977
7779,M,21,32:58,4mi,2018,1978
7780,M,59,32:58,4mi,2018,1978
7781,M,33,32:59,4mi,2018,1979
7782,F,50,32:59,4mi,2018,1979
7783,F,41,33:00,4mi,2018,1980
7784,M,30,33:00,4mi,2018,1980
7785,M,25,33:01,4mi,2018,1981
7786,F,15,33:02,4mi,2018,1982
7787,M,21,33:03,4mi,2018,1983
7788,F,30,33:05,4mi,2018,1985
7789,M,40,33:05,4mi,2018,1985
7790,F,66,33:06,4mi,2018,1986
7791,M,24,33:07,4mi,2018,1987
7792,M,26,33:07,4mi,2018,1987
7793,F,40,33:07,4mi,2018,1987
7794,M,40,33:08,4mi,2018,1988
7795,M,35,33:11,4mi,2018,1991
7796,M,14,33:13,4mi,2018,1993
7797,M,46,33:14,4mi,2018,1994
7798,M,33,33:16,4mi,2018,1996
7799,F,34,33:16,4mi,2018,1996
7800,M,37,33:17,4mi,2018,1997
7801,M,57,33:19,4mi,2018,1999
7802,M,19,33:19,4mi,2018,1999
7803,F,26,33:20,4mi,2018,2000
7804,M,20,33:20,4mi,2018,2000
7805,F,21,33:20,4mi,2018,2000
7806,F,50,33:20,4mi,2018,2000
7807,M,57,33:21,4mi,2018,2001
7808,M,44,33:21,4mi,2018,2001
7809,M,23,33:22,4mi,2018,2002
7810,M,30,33:24,4mi,2018,2004
7811,M,50,33:24,4mi,2018,2004
7812,F,19,33:25,4mi,2018,2005
7813,M,29,33:25,4mi,2018,2005
7814,F,15,33:25,4mi,2018,2005
7815,M,54,33:26,4mi,2018,2006
7816,F,38,33:27,4mi,2018,2007
7817,M,15,33:28,4mi,2018,2008
7818,M,37,33:29,4mi,2018,2009
7819,M,34,33:29,4mi,2018,2009
7820,M,53,33:31,4mi,2018,2011
7821,F,42,33:31,4mi,2018,2011
7822,F,26,33:32,4mi,2018,2012
7823,M,13,33:36,4mi,2018,2016
7824,M,50,33:36,4mi,2018,2016
7825,M,22,33:37,4mi,2018,2017
7826,F,36,33:37,4mi,2018,2017
7827,F,48,33:38,4mi,2018,2018
7828,M,40,33:40,4mi,2018,2020
7829,M,40,33:40,4mi,2018,2020
7830,M,46,33:41,4mi,2018,2021
7831,M,43,33:42,4mi,2018,2022
7832,M,52,33:43,4mi,2018,2023
7833,M,35,33:43,4mi,2018,2023
7834,M,23,33:44,4mi,2018,2024
7835,F,42,33:45,4mi,2018,2025
7836,M,36,33:45,4mi,2018,2025
7837,F,15,33:45,4mi,2018,2025
7838,M,38,33:46,4mi,2018,2026
7839,F,37,33:48,4mi,2018,2028
7840,M,63,33:50,4mi,2018,2030
7841,M,46,33:50,4mi,2018,2030
7842,M,38,33:51,4mi,2018,2031
7843,F,29,33:52,4mi,2018,2032
7844,F,21,33:52,4mi,2018,2032
7845,M,29,33:53,4mi,2018,2033
7846,M,32,33:53,4mi,2018,2033
7847,F,47,33:54,4mi,2018,2034
7848,F,58,33:54,4mi,2018,2034
7849,M,34,33:55,4mi,2018,2035
7850,F,54,33:56,4mi,2018,2036
7851,F,16,33:56,4mi,2018,2036
7852,F,24,33:56,4mi,2018,2036
7853,M,10,33:57,4mi,2018,2037
7854,M,12,33:57,4mi,2018,2037
7855,M,57,33:58,4mi,2018,2038
7856,M,47,33:58,4mi,2018,2038
7857,M,61,33:59,4mi,2018,2039
7858,F,45,33:59,4mi,2018,2039
7859,M,45,34:00,4mi,2018,2040
7860,M,24,34:00,4mi,2018,2040
7861,M,14,34:02,4mi,2018,2042
7862,F,61,34:03,4mi,2018,2043
7863,F,31,34:04,4mi,2018,2044
7864,M,37,34:06,4mi,2018,2046
7865,F,37,34:07,4mi,2018,2047
7866,M,47,34:07,4mi,2018,2047
7867,M,16,34:07,4mi,2018,2047
7868,M,37,34:08,4mi,2018,2048
7869,F,32,34:08,4mi,2018,2048
7870,M,33,34:08,4mi,2018,2048
7871,M,56,34:08,4mi,2018,2048
7872,F,25,34:09,4mi,2018,2049
7873,M,13,34:09,4mi,2018,2049
7874,M,36,34:10,4mi,2018,2050
7875,M,67,34:11,4mi,2018,2051
7876,F,26,34:11,4mi,2018,2051
7877,M,29,34:12,4mi,2018,2052
7878,F,40,34:13,4mi,2018,2053
7879,F,13,34:17,4mi,2018,2057
7880,M,53,34:17,4mi,2018,2057
7881,M,33,34:19,4mi,2018,2059
7882,F,36,34:19,4mi,2018,2059
7883,F,14,34:19,4mi,2018,2059
7884,M,40,34:19,4mi,2018,2059
7885,M,23,34:21,4mi,2018,2061
7886,F,24,34:24,4mi,2018,2064
7887,F,36,34:24,4mi,2018,2064
7888,F,30,34:24,4mi,2018,2064
7889,M,66,34:25,4mi,2018,2065
7890,M,33,34:25,4mi,2018,2065
7891,M,59,34:25,4mi,2018,2065
7892,M,30,34:27,4mi,2018,2067
7893,M,54,34:27,4mi,2018,2067
7894,F,42,34:28,4mi,2018,2068
7895,F,34,34:28,4mi,2018,2068
7896,M,58,34:28,4mi,2018,2068
7897,M,12,34:29,4mi,2018,2069
7898,M,24,34:29,4mi,2018,2069
7899,M,35,34:29,4mi,2018,2069
7900,M,63,34:30,4mi,2018,2070
7901,M,34,34:30,4mi,2018,2070
7902,M,19,34:30,4mi,2018,2070
7903,F,19,34:30,4mi,2018,2070
7904,F,25,34:31,4mi,2018,2071
7905,F,44,34:31,4mi,2018,2071
7906,F,30,34:32,4mi,2018,2072
7907,M,52,34:33,4mi,2018,2073
7908,M,39,34:33,4mi,2018,2073
7909,F,55,34:33,4mi,2018,2073
7910,F,45,34:34,4mi,2018,2074
7911,M,62,34:34,4mi,2018,2074
7912,M,33,34:34,4mi,2018,2074
7913,M,34,34:35,4mi,2018,2075
7914,M,55,34:36,4mi,2018,2076
7915,M,52,34:36,4mi,2018,2076
7916,F,32,34:37,4mi,2018,2077
7917,F,50,34:38,4mi,2018,2078
7918,M,73,34:38,4mi,2018,2078
7919,F,33,34:39,4mi,2018,2079
7920,M,40,34:41,4mi,2018,2081
7921,M,49,34:41,4mi,2018,2081
7922,M,52,34:44,4mi,2018,2084
7923,F,34,34:44,4mi,2018,2084
7924,F,23,34:45,4mi,2018,2085
7925,F,41,34:46,4mi,2018,2086
7926,F,22,34:47,4mi,2018,2087
7927,M,29,34:47,4mi,2018,2087
7928,F,25,34:47,4mi,2018,2087
7929,M,59,34:48,4mi,2018,2088
7930,M,34,34:48,4mi,2018,2088
7931,M,35,34:49,4mi,2018,2089
7932,F,51,34:52,4mi,2018,2092
7933,M,25,34:53,4mi,2018,2093
7934,M,11,34:53,4mi,2018,2093
7935,M,23,34:54,4mi,2018,2094
7936,F,13,34:55,4mi,2018,2095
7937,M,18,34:55,4mi,2018,2095
7938,F,37,34:55,4mi,2018,2095
7939,M,37,34:56,4mi,2018,2096
7940,M,73,34:56,4mi,2018,2096
7941,M,62,34:57,4mi,2018,2097
7942,F,42,34:57,4mi,2018,2097
7943,F,38,34:59,4mi,2018,2099
7944,F,41,35:00,4mi,2018,2100
7945,F,62,35:00,4mi,2018,2100
7946,M,33,35:01,4mi,2018,2101
7947,F,44,35:01,4mi,2018,2101
7948,M,51,35:01,4mi,2018,2101
7949,M,63,35:02,4mi,2018,2102
7950,M,31,35:03,4mi,2018,2103
7951,M,37,35:03,4mi,2018,2103
7952,F,29,35:04,4mi,2018,2104
7953,F,28,35:04,4mi,2018,2104
7954,F,29,35:05,4mi,2018,2105
7955,F,41,35:05,4mi,2018,2105
7956,M,47,35:06,4mi,2018,2106
7957,M,53,35:07,4mi,2018,2107
7958,M,57,35:08,4mi,2018,2108
7959,F,27,35:08,4mi,2018,2108
7960,M,39,35:09,4mi,2018,2109
7961,F,61,35:09,4mi,2018,2109
7962,F,16,35:10,4mi,2018,2110
7963,F,35,35:10,4mi,2018,2110
7964,F,25,35:11,4mi,2018,2111
7965,M,45,35:12,4mi,2018,2112
7966,M,35,35:13,4mi,2018,2113
7967,F,46,35:15,4mi,2018,2115
7968,M,35,35:19,4mi,2018,2119
7969,M,55,35:19,4mi,2018,2119
7970,F,15,35:19,4mi,2018,2119
7971,F,41,35:19,4mi,2018,2119
7972,F,33,35:19,4mi,2018,2119
7973,F,40,35:19,4mi,2018,2119
7974,F,30,35:21,4mi,2018,2121
7975,F,49,35:22,4mi,2018,2122
7976,M,36,35:23,4mi,2018,2123
7977,M,53,35:23,4mi,2018,2123
7978,F,15,35:23,4mi,2018,2123
7979,M,38,35:24,4mi,2018,2124
7980,M,29,35:24,4mi,2018,2124
7981,F,28,35:26,4mi,2018,2126
7982,M,38,35:26,4mi,2018,2126
7983,M,13,35:26,4mi,2018,2126
7984,M,51,35:27,4mi,2018,2127
7985,F,40,35:27,4mi,2018,2127
7986,F,28,35:29,4mi,2018,2129
7987,F,33,35:30,4mi,2018,2130
7988,M,52,35:30,4mi,2018,2130
7989,M,52,35:31,4mi,2018,2131
7990,F,45,35:31,4mi,2018,2131
7991,M,31,35:31,4mi,2018,2131
7992,M,38,35:31,4mi,2018,2131
7993,M,47,35:32,4mi,2018,2132
7994,M,37,35:32,4mi,2018,2132
7995,M,55,35:32,4mi,2018,2132
7996,M,16,35:32,4mi,2018,2132
7997,F,24,35:32,4mi,2018,2132
7998,M,40,35:32,4mi,2018,2132
7999,F,44,35:33,4mi,2018,2133
8000,F,48,35:34,4mi,2018,2134
8001,F,46,35:34,4mi,2018,2134
8002,M,50,35:35,4mi,2018,2135
8003,M,26,35:36,4mi,2018,2136
8004,F,44,35:37,4mi,2018,2137
8005,M,68,35:37,4mi,2018,2137
8006,M,34,35:37,4mi,2018,2137
8007,M,48,35:41,4mi,2018,2141
8008,M,51,35:44,4mi,2018,2144
8009,F,33,35:46,4mi,2018,2146
8010,F,35,35:46,4mi,2018,2146
8011,F,33,35:46,4mi,2018,2146
8012,M,35,35:47,4mi,2018,2147
8013,F,21,35:47,4mi,2018,2147
8014,F,35,35:47,4mi,2018,2147
8015,F,44,35:48,4mi,2018,2148
8016,M,56,35:48,4mi,2018,2148
8017,M,47,35:48,4mi,2018,2148
8018,M,49,35:50,4mi,2018,2150
8019,M,30,35:51,4mi,2018,2151
8020,F,46,35:51,4mi,2018,2151
8021,M,59,35:52,4mi,2018,2152
8022,F,29,35:52,4mi,2018,2152
8023,M,41,35:52,4mi,2018,2152
8024,M,33,35:53,4mi,2018,2153
8025,M,46,35:55,4mi,2018,2155
8026,F,18,35:58,4mi,2018,2158
8027,M,60,35:58,4mi,2018,2158
8028,M,23,35:59,4mi,2018,2159
8029,F,56,35:59,4mi,2018,2159
8030,M,60,36:01,4mi,2018,2161
8031,M,9,36:02,4mi,2018,2162
8032,M,35,36:04,4mi,2018,2164
8033,M,56,36:05,4mi,2018,2165
8034,M,57,36:06,4mi,2018,2166
8035,F,25,36:08,4mi,2018,2168
8036,F,23,36:09,4mi,2018,2169
8037,F,36,36:10,4mi,2018,2170
8038,F,35,36:12,4mi,2018,2172
8039,M,48,36:13,4mi,2018,2173
8040,M,65,36:13,4mi,2018,2173
8041,M,34,36:13,4mi,2018,2173
8042,F,31,36:15,4mi,2018,2175
8043,F,27,36:15,4mi,2018,2175
8044,M,63,36:15,4mi,2018,2175
8045,F,55,36:16,4mi,2018,2176
8046,F,35,36:16,4mi,2018,2176
8047,F,34,36:16,4mi,2018,2176
8048,M,60,36:17,4mi,2018,2177
8049,M,36,36:18,4mi,2018,2178
8050,F,48,36:20,4mi,2018,2180
8051,M,36,36:20,4mi,2018,2180
8052,F,64,36:21,4mi,2018,2181
8053,F,34,36:22,4mi,2018,2182
8054,F,26,36:23,4mi,2018,2183
8055,F,40,36:23,4mi,2018,2183
8056,F,43,36:23,4mi,2018,2183
8057,M,24,36:23,4mi,2018,2183
8058,F,24,36:24,4mi,2018,2184
8059,F,39,36:24,4mi,2018,2184
8060,M,22,36:24,4mi,2018,2184
8061,M,37,36:25,4mi,2018,2185
8062,F,38,36:26,4mi,2018,2186
8063,M,35,36:27,4mi,2018,2187
8064,M,29,36:27,4mi,2018,2187
8065,F,58,36:28,4mi,2018,2188
8066,F,33,36:28,4mi,2018,2188
8067,F,59,36:28,4mi,2018,2188
8068,F,14,36:28,4mi,2018,2188
8069,F,35,36:29,4mi,2018,2189
8070,F,31,36:29,4mi,2018,2189
8071,M,51,36:29,4mi,2018,2189
8072,F,37,36:30,4mi,2018,2190
8073,M,23,36:32,4mi,2018,2192
8074,M,28,36:33,4mi,2018,2193
8075,F,35,36:33,4mi,2018,2193
8076,F,30,36:33,4mi,2018,2193
8077,F,13,36:34,4mi,2018,2194
8078,F,21,36:34,4mi,2018,2194
8079,M,40,36:34,4mi,2018,2194
8080,M,64,36:35,4mi,2018,2195
8081,M,31,36:35,4mi,2018,2195
8082,M,14,36:39,4mi,2018,2199
8083,M,28,36:39,4mi,2018,2199
8084,M,37,36:40,4mi,2018,2200
8085,M,51,36:42,4mi,2018,2202
8086,M,30,36:42,4mi,2018,2202
8087,M,51,36:42,4mi,2018,2202
8088,M,34,36:42,4mi,2018,2202
8089,M,53,36:43,4mi,2018,2203
8090,F,31,36:45,4mi,2018,2205
8091,F,53,36:47,4mi,2018,2207
8092,M,24,36:49,4mi,2018,2209
8093,M,49,36:49,4mi,2018,2209
8094,F,37,36:50,4mi,2018,2210
8095,M,62,36:50,4mi,2018,2210
8096,M,34,36:50,4mi,2018,2210
8097,M,36,36:51,4mi,2018,2211
8098,M,49,36:51,4mi,2018,2211
8099,F,25,36:51,4mi,2018,2211
8100,M,49,36:53,4mi,2018,2213
8101,F,48,36:53,4mi,2018,2213
8102,F,50,36:54,4mi,2018,2214
8103,M,34,36:55,4mi,2018,2215
8104,M,56,36:56,4mi,2018,2216
8105,F,53,36:56,4mi,2018,2216
8106,F,24,36:57,4mi,2018,2217
8107,M,11,36:57,4mi,2018,2217
8108,M,34,36:58,4mi,2018,2218
8109,F,32,36:58,4mi,2018,2218
8110,M,49,37:01,4mi,2018,2221
8111,M,49,37:04,4mi,2018,2224
8112,F,51,37:06,4mi,2018,2226
8113,M,36,37:06,4mi,2018,2226
8114,F,63,37:08,4mi,2018,2228
8115,M,32,37:08,4mi,2018,2228
8116,F,47,37:09,4mi,2018,2229
8117,M,59,37:11,4mi,2018,2231
8118,F,65,37:11,4mi,2018,2231
8119,M,32,37:12,4mi,2018,2232
8120,M,55,37:13,4mi,2018,2233
8121,M,10,37:13,4mi,2018,2233
8122,F,38,37:14,4mi,2018,2234
8123,F,28,37:16,4mi,2018,2236
8124,M,63,37:17,4mi,2018,2237
8125,F,40,37:17,4mi,2018,2237
8126,M,47,37:17,4mi,2018,2237
8127,M,46,37:17,4mi,2018,2237
8128,F,22,37:17,4mi,2018,2237
8129,F,52,37:18,4mi,2018,2238
8130,F,51,37:21,4mi,2018,2241
8131,M,29,37:21,4mi,2018,2241
8132,M,46,37:21,4mi,2018,2241
8133,M,33,37:22,4mi,2018,2242
8134,M,46,37:23,4mi,2018,2243
8135,M,18,37:23,4mi,2018,2243
8136,F,36,37:24,4mi,2018,2244
8137,M,13,37:24,4mi,2018,2244
8138,M,38,37:29,4mi,2018,2249
8139,M,70,37:29,4mi,2018,2249
8140,M,61,37:29,4mi,2018,2249
8141,M,56,37:30,4mi,2018,2250
8142,F,59,37:31,4mi,2018,2251
8143,M,29,37:31,4mi,2018,2251
8144,F,42,37:31,4mi,2018,2251
8145,F,13,37:32,4mi,2018,2252
8146,M,65,37:32,4mi,2018,2252
8147,F,38,37:32,4mi,2018,2252
8148,M,60,37:33,4mi,2018,2253
8149,M,63,37:33,4mi,2018,2253
8150,M,60,37:34,4mi,2018,2254
8151,F,37,37:34,4mi,2018,2254
8152,F,51,37:34,4mi,2018,2254
8153,F,38,37:34,4mi,2018,2254
8154,F,61,37:35,4mi,2018,2255
