,gender,age,time,distance,year,time_seconds
1462,F,26,2:19:58,15K,2018,8398
1463,F,45,2:20:40,15K,2018,8440
1464,F,15,2:21:24,15K,2018,8484
1465,F,43,2:21:25,15K,2018,8485
1466,F,54,2:21:52,15K,2018,8512
1467,M,39,2:21:53,15K,2018,8513
1468,F,51,2:22:50,15K,2018,8570
1469,F,39,2:24:01,15K,2018,8641
1470,M,56,2:24:27,15K,2018,8667
1471,F,35,2:25:18,15K,2018,8718
1472,M,55,2:39:29,15K,2018,9569
1473,F,48,2:41:16,15K,2018,9676
1474,M,31,3:03:19,15K,2018,10999
1475,F,58,3:18:07,15K,2018,11887
1476,M,23,53:00,15K,2022,3180
1477,M,27,53:04,15K,2022,3184
1478,M,43,53:30,15K,2022,3210
1479,M,27,54:18,15K,2022,3258
1480,M,29,55:09,15K,2022,3309
1481,M,39,59:56,15K,2022,3596
1482,M,33,1:01:07,15K,2022,3667
1483,F,27,1:01:14,15K,2022,3674
1484,M,33,1:01:15,15K,2022,3675
1485,M,19,1:02:07,15K,2022,3727
1486,M,36,1:02:23,15K,2022,3743
1487,M,42,1:02:26,15K,2022,3746
1488,M,31,1:02:34,15K,2022,3754
1489,M,33,1:03:42,15K,2022,3822
1490,M,32,1:03:47,15K,2022,3827
1491,M,47,1:04:38,15K,2022,3878
1492,M,18,1:05:02,15K,2022,3902
1493,M,43,1:05:12,15K,2022,3912
1494,M,49,1:05:22,15K,2022,3922
1495,F,37,1:05:28,15K,2022,3928
1496,M,16,1:06:59,15K,2022,4019
1497,M,57,1:07:04,15K,2022,4024
1498,M,46,1:07:05,15K,2022,4025
1499,M,65,1:07:36,15K,2022,4056
1500,M,37,1:08:03,15K,2022,4083
1501,F,48,1:08:20,15K,2022,4100
1502,M,44,1:08:35,15K,2022,4115
1503,F,39,1:08:42,15K,2022,4122
1504,M,61,1:08:54,15K,2022,4134
1505,M,39,1:09:05,15K,2022,4145
1506,F,24,1:09:08,15K,2022,4148
1507,M,50,1:09:08,15K,2022,4148
1508,M,27,1:09:11,15K,2022,4151
1509,M,39,1:09:14,15K,2022,4154
1510,M,26,1:09:18,15K,2022,4158
1511,M,51,1:09:31,15K,2022,4171
1512,M,35,1:09:55,15K,2022,4195
1513,M,41,1:10:19,15K,2022,4219
1514,M,43,1:10:57,15K,2022,4257
1515,M,35,1:11:00,15K,2022,4260
1516,M,38,1:11:00,15K,2022,4260
1517,M,35,1:11:01,15K,2022,4261
1518,M,34,1:11:16,15K,2022,4276
1519,M,26,1:11:19,15K,2022,4279
1520,M,49,1:11:23,15K,2022,4283
1521,M,44,1:11:47,15K,2022,4307
1522,F,41,1:11:50,15K,2022,4310
1523,M,37,1:11:58,15K,2022,4318
1524,M,36,1:12:13,15K,2022,4333
1525,M,36,1:12:41,15K,2022,4361
1526,M,35,1:12:56,15K,2022,4376
1527,M,29,1:13:08,15K,2022,4388
1528,F,46,1:13:12,15K,2022,4392
1529,M,53,1:13:18,15K,2022,4398
1530,F,37,1:13:23,15K,2022,4403
1531,M,29,1:13:50,15K,2022,4430
1532,F,40,1:14:01,15K,2022,4441
1533,M,17,1:14:04,15K,2022,4444
1534,F,26,1:14:05,15K,2022,4445
1535,M,35,1:14:06,15K,2022,4446
1536,M,32,1:14:33,15K,2022,4473
1537,M,31,1:14:37,15K,2022,4477
1538,M,40,1:14:58,15K,2022,4498
1539,M,21,1:15:00,15K,2022,4500
1540,F,22,1:15:03,15K,2022,4503
1541,M,48,1:15:27,15K,2022,4527
1542,M,40,1:15:56,15K,2022,4556
1543,F,16,1:16:02,15K,2022,4562
1544,M,49,1:16:29,15K,2022,4589
1545,M,29,1:16:33,15K,2022,4593
1546,M,46,1:16:35,15K,2022,4595
1547,M,51,1:16:46,15K,2022,4606
1548,M,55,1:16:53,15K,2022,4613
1549,M,32,1:16:59,15K,2022,4619
1550,M,42,1:17:05,15K,2022,4625
1551,M,41,1:17:08,15K,2022,4628
1552,M,33,1:17:10,15K,2022,4630
1553,M,57,1:17:12,15K,2022,4632
1554,M,41,1:17:19,15K,2022,4639
1555,F,33,1:17:21,15K,2022,4641
1556,F,18,1:17:24,15K,2022,4644
1557,F,15,1:17:24,15K,2022,4644
1558,M,47,1:17:26,15K,2022,4646
1559,M,67,1:17:27,15K,2022,4647
1560,F,44,1:17:28,15K,2022,4648
1561,F,36,1:17:32,15K,2022,4652
1562,M,21,1:17:32,15K,2022,4652
1563,M,37,1:17:38,15K,2022,4658
1564,M,48,1:17:54,15K,2022,4674
1565,M,48,1:18:08,15K,2022,4688
1566,M,63,1:18:10,15K,2022,4690
1567,F,28,1:18:17,15K,2022,4697
1568,M,35,1:18:18,15K,2022,4698
1569,M,37,1:18:27,15K,2022,4707
1570,F,30,1:18:30,15K,2022,4710
1571,F,23,1:18:34,15K,2022,4714
1572,M,24,1:18:34,15K,2022,4714
1573,F,31,1:18:49,15K,2022,4729
1574,F,58,1:18:53,15K,2022,4733
1575,M,37,1:19:24,15K,2022,4764
1576,M,63,1:19:25,15K,2022,4765
1577,M,35,1:19:27,15K,2022,4767
1578,M,32,1:19:31,15K,2022,4771
1579,M,32,1:20:02,15K,2022,4802
1580,F,32,1:20:06,15K,2022,4806
1581,F,32,1:20:10,15K,2022,4810
1582,M,26,1:20:28,15K,2022,4828
1583,M,24,1:20:38,15K,2022,4838
1584,F,54,1:20:46,15K,2022,4846
1585,M,52,1:20:51,15K,2022,4851
1586,M,56,1:21:22,15K,2022,4882
1587,M,53,1:21:24,15K,2022,4884
1588,M,47,1:21:35,15K,2022,4895
1589,M,51,1:22:01,15K,2022,4921
1590,F,34,1:22:19,15K,2022,4939
1591,M,63,1:22:21,15K,2022,4941
1592,M,48,1:22:31,15K,2022,4951
1593,M,60,1:22:32,15K,2022,4952
1594,M,65,1:22:33,15K,2022,4953
1595,M,62,1:23:04,15K,2022,4984
1596,M,33,1:23:07,15K,2022,4987
1597,F,43,1:23:11,15K,2022,4991
1598,F,55,1:23:22,15K,2022,5002
1599,M,51,1:23:24,15K,2022,5004
1600,F,44,1:23:24,15K,2022,5004
1601,M,34,1:23:30,15K,2022,5010
1602,M,60,1:23:37,15K,2022,5017
1603,M,40,1:23:54,15K,2022,5034
1604,M,70,1:23:59,15K,2022,5039
1605,M,40,1:24:02,15K,2022,5042
1606,M,33,1:24:08,15K,2022,5048
1607,F,64,1:24:20,15K,2022,5060
1608,F,36,1:24:20,15K,2022,5060
1609,M,55,1:24:40,15K,2022,5080
1610,F,34,1:25:00,15K,2022,5100
1611,M,23,1:25:01,15K,2022,5101
1612,F,37,1:25:02,15K,2022,5102
1613,F,39,1:25:06,15K,2022,5106
1614,F,31,1:25:16,15K,2022,5116
1615,M,49,1:25:16,15K,2022,5116
1616,F,53,1:25:19,15K,2022,5119
1617,M,43,1:25:27,15K,2022,5127
1618,M,71,1:25:31,15K,2022,5131
1619,F,44,1:25:51,15K,2022,5151
1620,F,49,1:25:56,15K,2022,5156
1621,M,39,1:26:23,15K,2022,5183
1622,M,32,1:26:46,15K,2022,5206
1623,F,46,1:27:04,15K,2022,5224
1624,M,53,1:27:12,15K,2022,5232
1625,M,53,1:27:12,15K,2022,5232
1626,F,46,1:27:13,15K,2022,5233
1627,M,43,1:27:16,15K,2022,5236
1628,F,59,1:27:22,15K,2022,5242
1629,F,40,1:27:29,15K,2022,5249
1630,M,36,1:27:29,15K,2022,5249
1631,M,59,1:27:30,15K,2022,5250
1632,M,38,1:27:39,15K,2022,5259
1633,F,38,1:27:48,15K,2022,5268
1634,F,66,1:27:51,15K,2022,5271
1635,F,41,1:27:56,15K,2022,5276
1636,M,31,1:27:57,15K,2022,5277
1637,M,65,1:28:02,15K,2022,5282
1638,F,21,1:28:09,15K,2022,5289
1639,F,29,1:28:10,15K,2022,5290
1640,M,64,1:28:10,15K,2022,5290
1641,M,44,1:28:12,15K,2022,5292
1642,M,33,1:28:14,15K,2022,5294
1643,M,41,1:28:16,15K,2022,5296
1644,M,68,1:28:19,15K,2022,5299
1645,F,35,1:28:39,15K,2022,5319
1646,M,54,1:28:41,15K,2022,5321
1647,M,40,1:28:53,15K,2022,5333
1648,F,38,1:29:31,15K,2022,5371
1649,M,69,1:29:31,15K,2022,5371
1650,M,40,1:29:35,15K,2022,5375
1651,M,39,1:29:47,15K,2022,5387
1652,M,31,1:29:48,15K,2022,5388
1653,F,55,1:29:54,15K,2022,5394
1654,F,68,1:30:16,15K,2022,5416
1655,M,52,1:30:17,15K,2022,5417
1656,F,29,1:30:18,15K,2022,5418
1657,M,36,1:30:20,15K,2022,5420
1658,M,28,1:30:33,15K,2022,5433
1659,F,23,1:30:40,15K,2022,5440
1660,F,34,1:30:45,15K,2022,5445
1661,F,40,1:30:49,15K,2022,5449
1662,F,55,1:31:24,15K,2022,5484
1663,M,30,1:31:33,15K,2022,5493
1664,F,46,1:31:35,15K,2022,5495
1665,F,38,1:31:45,15K,2022,5505
1666,F,52,1:31:51,15K,2022,5511
1667,F,50,1:31:51,15K,2022,5511
1668,F,44,1:32:20,15K,2022,5540
1669,M,61,1:32:43,15K,2022,5563
1670,F,37,1:33:17,15K,2022,5597
1671,F,29,1:33:19,15K,2022,5599
1672,M,29,1:33:19,15K,2022,5599
1673,M,52,1:33:20,15K,2022,5600
1674,M,42,1:33:20,15K,2022,5600
1675,M,17,1:33:40,15K,2022,5620
1676,M,37,1:34:09,15K,2022,5649
1677,F,42,1:34:11,15K,2022,5651
1678,F,30,1:34:24,15K,2022,5664
1679,F,31,1:34:35,15K,2022,5675
1680,F,37,1:34:42,15K,2022,5682
1681,M,37,1:34:45,15K,2022,5685
1682,F,39,1:34:46,15K,2022,5686
1683,M,29,1:34:47,15K,2022,5687
1684,F,41,1:34:48,15K,2022,5688
1685,F,57,1:35:28,15K,2022,5728
1686,M,49,1:35:40,15K,2022,5740
1687,F,49,1:35:47,15K,2022,5747
1688,F,40,1:36:12,15K,2022,5772
1689,F,44,1:36:14,15K,2022,5774
1690,F,48,1:36:20,15K,2022,5780
1691,M,33,1:36:40,15K,2022,5800
1692,F,53,1:36:49,15K,2022,5809
1693,F,37,1:37:34,15K,2022,5854
1694,F,56,1:37:40,15K,2022,5860
1695,F,41,1:37:56,15K,2022,5876
1696,F,40,1:38:09,15K,2022,5889
1697,M,58,1:38:17,15K,2022,5897
1698,M,26,1:38:55,15K,2022,5935
1699,F,36,1:38:56,15K,2022,5936
1700,M,59,1:39:00,15K,2022,5940
1701,M,29,1:39:00,15K,2022,5940
1702,F,59,1:39:30,15K,2022,5970
1703,F,23,1:39:32,15K,2022,5972
1704,F,33,1:40:42,15K,2022,6042
1705,F,32,1:40:50,15K,2022,6050
1706,F,42,1:40:57,15K,2022,6057
1707,F,54,1:41:06,15K,2022,6066
1708,M,29,1:41:06,15K,2022,6066
1709,F,44,1:41:13,15K,2022,6073
1710,F,42,1:41:48,15K,2022,6108
1711,M,32,1:42:15,15K,2022,6135
1712,M,43,1:42:28,15K,2022,6148
1713,F,52,1:42:38,15K,2022,6158
1714,F,37,1:43:16,15K,2022,6196
1715,F,63,1:43:51,15K,2022,6231
1716,F,24,1:43:51,15K,2022,6231
1717,F,38,1:44:17,15K,2022,6257
1718,F,30,1:44:36,15K,2022,6276
1719,F,24,1:45:03,15K,2022,6303
1720,F,23,1:45:04,15K,2022,6304
1721,M,49,1:45:35,15K,2022,6335
1722,M,47,1:46:10,15K,2022,6370
1723,M,64,1:46:42,15K,2022,6402
1724,M,46,1:47:16,15K,2022,6436
1725,F,36,1:47:16,15K,2022,6436
1726,F,38,1:47:17,15K,2022,6437
1727,F,37,1:48:55,15K,2022,6535
1728,F,32,1:48:55,15K,2022,6535
1729,M,39,1:48:57,15K,2022,6537
1730,F,41,1:49:55,15K,2022,6595
1731,F,50,1:49:59,15K,2022,6599
1732,M,34,1:49:59,15K,2022,6599
1733,F,70,1:50:36,15K,2022,6636
1734,F,43,1:50:38,15K,2022,6638
1735,F,38,1:51:38,15K,2022,6698
1736,M,36,1:51:39,15K,2022,6699
1737,M,66,1:51:58,15K,2022,6718
1738,F,47,1:52:07,15K,2022,6727
1739,F,54,1:52:26,15K,2022,6746
1740,F,67,1:52:30,15K,2022,6750
1741,F,62,1:52:36,15K,2022,6756
1742,M,39,1:52:36,15K,2022,6756
1743,F,64,1:52:56,15K,2022,6776
1744,M,54,1:53:21,15K,2022,6801
1745,M,36,1:53:46,15K,2022,6826
1746,F,63,1:54:16,15K,2022,6856
1747,F,47,1:54:59,15K,2022,6899
1748,F,38,1:55:07,15K,2022,6907
1749,F,47,1:55:12,15K,2022,6912
1750,F,54,1:55:24,15K,2022,6924
1751,F,41,1:55:38,15K,2022,6938
1752,M,52,1:55:58,15K,2022,6958
1753,F,25,1:56:47,15K,2022,7007
1754,F,61,1:57:08,15K,2022,7028
1755,M,61,1:57:34,15K,2022,7054
1756,F,47,1:58:49,15K,2022,7129
1757,F,49,1:59:10,15K,2022,7150
1758,F,40,2:00:05,15K,2022,7205
1759,F,31,2:00:05,15K,2022,7205
1760,F,62,2:03:07,15K,2022,7387
1761,M,73,2:08:28,15K,2022,7708
1762,F,11,2:10:24,15K,2022,7824
1763,F,60,2:10:31,15K,2022,7831
1764,F,49,2:10:55,15K,2022,7855
1765,M,61,2:13:18,15K,2022,7998
1766,F,71,2:16:10,15K,2022,8170
1767,M,61,2:21:52,15K,2022,8512
1768,F,39,2:25:58,15K,2022,8758
1769,M,21,51:11,15K,2017,3071
1770,M,19,52:12,15K,2017,3132
1771,M,30,53:08,15K,2017,3188
1772,M,22,53:41,15K,2017,3221
1773,M,24,54:37,15K,2017,3277
1774,M,19,54:39,15K,2017,3279
1775,M,38,55:07,15K,2017,3307
1776,M,25,55:14,15K,2017,3314
1777,M,34,55:19,15K,2017,3319
1778,M,18,56:47,15K,2017,3407
1779,M,19,56:53,15K,2017,3413
1780,M,28,57:10,15K,2017,3430
1781,M,40,57:20,15K,2017,3440
1782,M,42,58:31,15K,2017,3511
1783,M,16,59:39,15K,2017,3579
1784,M,35,59:45,15K,2017,3585
1785,M,22,1:00:04,15K,2017,3604
1786,M,42,1:00:24,15K,2017,3624
1787,F,25,1:00:36,15K,2017,3636
1788,M,25,1:00:38,15K,2017,3638
1789,M,32,1:01:01,15K,2017,3661
1790,F,31,1:01:04,15K,2017,3664
1791,M,18,1:01:06,15K,2017,3666
1792,M,44,1:01:22,15K,2017,3682
1793,M,19,1:01:30,15K,2017,3690
1794,M,30,1:01:32,15K,2017,3692
1795,M,27,1:01:50,15K,2017,3710
1796,M,35,1:02:08,15K,2017,3728
1797,M,24,1:02:13,15K,2017,3733
1798,M,23,1:02:21,15K,2017,3741
1799,F,29,1:03:30,15K,2017,3810
1800,M,21,1:03:32,15K,2017,3812
1801,M,36,1:03:47,15K,2017,3827
1802,M,16,1:04:09,15K,2017,3849
1803,M,45,1:04:16,15K,2017,3856
1804,F,25,1:04:33,15K,2017,3873
1805,M,24,1:04:45,15K,2017,3885
1806,M,37,1:04:46,15K,2017,3886
1807,M,27,1:05:18,15K,2017,3918
1808,M,41,1:05:28,15K,2017,3928
1809,M,17,1:05:29,15K,2017,3929
1810,M,37,1:05:30,15K,2017,3930
1811,M,40,1:05:35,15K,2017,3935
1812,M,29,1:05:40,15K,2017,3940
1813,M,34,1:05:56,15K,2017,3956
1814,M,38,1:06:05,15K,2017,3965
1815,M,15,1:06:08,15K,2017,3968
1816,M,60,1:06:36,15K,2017,3996
1817,F,23,1:06:44,15K,2017,4004
1818,M,33,1:06:57,15K,2017,4017
1819,M,18,1:07:06,15K,2017,4026
1820,F,26,1:07:32,15K,2017,4052
1821,M,35,1:07:59,15K,2017,4079
1822,M,53,1:08:02,15K,2017,4082
1823,M,31,1:08:13,15K,2017,4093
1824,F,35,1:08:14,15K,2017,4094
1825,M,36,1:08:20,15K,2017,4100
1826,F,34,1:08:22,15K,2017,4102
1827,F,19,1:08:45,15K,2017,4125
1828,F,25,1:08:53,15K,2017,4133
1829,M,27,1:09:08,15K,2017,4148
1830,M,38,1:09:14,15K,2017,4154
1831,F,17,1:09:52,15K,2017,4192
1832,F,12,1:09:52,15K,2017,4192
1833,M,57,1:09:53,15K,2017,4193
1834,M,37,1:09:54,15K,2017,4194
1835,M,41,1:10:02,15K,2017,4202
1836,F,21,1:10:03,15K,2017,4203
1837,M,49,1:10:04,15K,2017,4204
1838,M,54,1:10:29,15K,2017,4229
1839,M,32,1:10:37,15K,2017,4237
1840,M,26,1:10:47,15K,2017,4247
1841,M,44,1:11:01,15K,2017,4261
1842,M,27,1:11:04,15K,2017,4264
1843,F,16,1:11:10,15K,2017,4270
1844,M,38,1:11:11,15K,2017,4271
1845,F,17,1:11:11,15K,2017,4271
1846,F,25,1:11:13,15K,2017,4273
1847,F,32,1:11:13,15K,2017,4273
1848,M,36,1:11:20,15K,2017,4280
1849,F,43,1:11:22,15K,2017,4282
1850,M,28,1:11:23,15K,2017,4283
1851,M,54,1:11:29,15K,2017,4289
1852,M,47,1:11:30,15K,2017,4290
1853,F,37,1:11:32,15K,2017,4292
1854,M,44,1:11:46,15K,2017,4306
1855,M,25,1:11:49,15K,2017,4309
1856,M,27,1:11:49,15K,2017,4309
1857,F,33,1:11:53,15K,2017,4313
1858,M,45,1:11:55,15K,2017,4315
1859,M,55,1:11:57,15K,2017,4317
1860,M,37,1:12:05,15K,2017,4325
1861,M,60,1:12:20,15K,2017,4340
1862,F,23,1:12:21,15K,2017,4341
1863,M,26,1:12:33,15K,2017,4353
1864,M,34,1:12:34,15K,2017,4354
1865,F,27,1:12:38,15K,2017,4358
1866,M,18,1:12:48,15K,2017,4368
1867,M,34,1:12:59,15K,2017,4379
1868,M,39,1:13:01,15K,2017,4381
1869,M,42,1:13:02,15K,2017,4382
1870,M,45,1:13:07,15K,2017,4387
1871,F,36,1:13:19,15K,2017,4399
1872,M,40,1:13:26,15K,2017,4406
1873,M,44,1:13:30,15K,2017,4410
1874,M,50,1:13:37,15K,2017,4417
1875,M,50,1:13:39,15K,2017,4419
1876,M,49,1:13:40,15K,2017,4420
1877,M,39,1:13:41,15K,2017,4421
1878,M,39,1:13:43,15K,2017,4423
1879,F,26,1:13:45,15K,2017,4425
1880,M,52,1:13:51,15K,2017,4431
1881,M,50,1:13:54,15K,2017,4434
1882,M,30,1:14:03,15K,2017,4443
1883,M,35,1:14:05,15K,2017,4445
1884,M,37,1:14:05,15K,2017,4445
1885,M,44,1:14:05,15K,2017,4445
1886,M,38,1:14:09,15K,2017,4449
1887,M,51,1:14:13,15K,2017,4453
1888,F,26,1:14:16,15K,2017,4456
1889,M,40,1:14:22,15K,2017,4462
1890,M,22,1:14:28,15K,2017,4468
1891,F,37,1:14:34,15K,2017,4474
1892,M,58,1:14:40,15K,2017,4480
1893,M,38,1:14:42,15K,2017,4482
1894,F,18,1:14:45,15K,2017,4485
1895,M,35,1:14:57,15K,2017,4497
1896,M,51,1:15:00,15K,2017,4500
1897,M,29,1:15:08,15K,2017,4508
1898,F,12,1:15:18,15K,2017,4518
1899,F,26,1:15:26,15K,2017,4526
1900,M,38,1:15:47,15K,2017,4547
1901,M,45,1:15:58,15K,2017,4558
1902,M,39,1:16:08,15K,2017,4568
1903,M,49,1:16:17,15K,2017,4577
1904,M,44,1:16:25,15K,2017,4585
1905,F,34,1:16:31,15K,2017,4591
1906,M,30,1:16:32,15K,2017,4592
1907,F,40,1:16:34,15K,2017,4594
1908,M,39,1:16:35,15K,2017,4595
1909,F,18,1:16:36,15K,2017,4596
1910,M,34,1:16:39,15K,2017,4599
1911,F,42,1:16:40,15K,2017,4600
1912,M,53,1:16:42,15K,2017,4602
1913,M,58,1:16:47,15K,2017,4607
1914,F,40,1:16:48,15K,2017,4608
1915,F,36,1:16:49,15K,2017,4609
1916,M,32,1:16:50,15K,2017,4610
1917,M,55,1:16:51,15K,2017,4611
1918,M,37,1:16:54,15K,2017,4614
1919,F,35,1:16:55,15K,2017,4615
1920,M,39,1:16:56,15K,2017,4616
1921,M,30,1:16:59,15K,2017,4619
1922,F,21,1:17:01,15K,2017,4621
1923,F,20,1:17:03,15K,2017,4623
1924,F,31,1:17:13,15K,2017,4633
1925,M,65,1:17:16,15K,2017,4636
1926,M,33,1:17:31,15K,2017,4651
1927,M,20,1:17:33,15K,2017,4653
1928,M,36,1:17:33,15K,2017,4653
1929,M,28,1:17:34,15K,2017,4654
1930,M,52,1:17:35,15K,2017,4655
1931,M,43,1:17:35,15K,2017,4655
1932,M,53,1:17:41,15K,2017,4661
1933,M,53,1:17:57,15K,2017,4677
1934,F,53,1:18:01,15K,2017,4681
1935,F,37,1:18:13,15K,2017,4693
1936,M,33,1:18:15,15K,2017,4695
1937,F,42,1:18:16,15K,2017,4696
1938,F,37,1:18:19,15K,2017,4699
1939,M,32,1:18:22,15K,2017,4702
1940,M,28,1:18:22,15K,2017,4702
1941,M,66,1:18:23,15K,2017,4703
1942,F,55,1:18:25,15K,2017,4705
1943,M,31,1:18:27,15K,2017,4707
1944,M,50,1:18:33,15K,2017,4713
1945,M,32,1:18:37,15K,2017,4717
1946,F,41,1:18:47,15K,2017,4727
1947,M,19,1:18:47,15K,2017,4727
1948,M,45,1:18:50,15K,2017,4730
1949,M,48,1:18:53,15K,2017,4733
1950,F,12,1:19:02,15K,2017,4742
1951,M,49,1:19:04,15K,2017,4744
1952,M,43,1:19:05,15K,2017,4745
1953,M,34,1:19:05,15K,2017,4745
1954,F,45,1:19:25,15K,2017,4765
1955,M,38,1:19:35,15K,2017,4775
1956,M,49,1:19:39,15K,2017,4779
1957,F,49,1:19:39,15K,2017,4779
1958,F,27,1:19:40,15K,2017,4780
1959,M,46,1:19:44,15K,2017,4784
1960,M,43,1:19:46,15K,2017,4786
1961,M,39,1:19:47,15K,2017,4787
1962,M,31,1:19:47,15K,2017,4787
1963,M,43,1:20:03,15K,2017,4803
1964,M,65,1:20:04,15K,2017,4804
1965,M,47,1:20:09,15K,2017,4809
1966,F,45,1:20:14,15K,2017,4814
1967,M,30,1:20:14,15K,2017,4814
1968,M,65,1:20:24,15K,2017,4824
1969,M,66,1:20:28,15K,2017,4828
1970,F,30,1:20:40,15K,2017,4840
1971,M,50,1:20:41,15K,2017,4841
1972,M,30,1:20:45,15K,2017,4845
1973,F,56,1:20:51,15K,2017,4851
1974,M,67,1:20:52,15K,2017,4852
1975,F,52,1:20:53,15K,2017,4853
1976,F,46,1:20:56,15K,2017,4856
1977,F,28,1:20:58,15K,2017,4858
1978,F,35,1:21:00,15K,2017,4860
1979,M,61,1:21:06,15K,2017,4866
1980,F,47,1:21:20,15K,2017,4880
1981,F,33,1:21:23,15K,2017,4883
1982,M,16,1:21:34,15K,2017,4894
1983,M,39,1:21:36,15K,2017,4896
1984,M,41,1:21:44,15K,2017,4904
1985,F,19,1:21:53,15K,2017,4913
1986,M,35,1:21:54,15K,2017,4914
1987,M,36,1:21:55,15K,2017,4915
1988,F,30,1:22:03,15K,2017,4923
1989,M,45,1:22:13,15K,2017,4933
1990,M,31,1:22:19,15K,2017,4939
1991,F,55,1:22:28,15K,2017,4948
1992,F,17,1:22:38,15K,2017,4958
1993,F,33,1:22:48,15K,2017,4968
1994,F,40,1:22:48,15K,2017,4968
1995,F,52,1:22:49,15K,2017,4969
1996,F,21,1:22:50,15K,2017,4970
1997,M,23,1:22:51,15K,2017,4971
1998,M,33,1:22:52,15K,2017,4972
1999,M,34,1:23:01,15K,2017,4981
2000,M,31,1:23:05,15K,2017,4985
2001,F,21,1:23:06,15K,2017,4986
2002,M,37,1:23:08,15K,2017,4988
2003,F,57,1:23:08,15K,2017,4988
2004,F,16,1:23:10,15K,2017,4990
2005,M,31,1:23:13,15K,2017,4993
2006,M,42,1:23:14,15K,2017,4994
2007,M,56,1:23:20,15K,2017,5000
2008,M,58,1:23:22,15K,2017,5002
2009,F,23,1:23:22,15K,2017,5002
2010,F,31,1:23:26,15K,2017,5006
2011,F,59,1:23:29,15K,2017,5009
2012,M,19,1:23:32,15K,2017,5012
2013,M,37,1:23:34,15K,2017,5014
2014,M,49,1:23:34,15K,2017,5014
2015,M,38,1:23:40,15K,2017,5020
2016,M,51,1:23:41,15K,2017,5021
2017,F,31,1:23:43,15K,2017,5023
2018,M,15,1:23:46,15K,2017,5026
2019,M,26,1:23:51,15K,2017,5031
2020,M,43,1:23:55,15K,2017,5035
2021,M,23,1:23:57,15K,2017,5037
2022,M,49,1:23:59,15K,2017,5039
2023,F,33,1:24:02,15K,2017,5042
2024,M,38,1:24:05,15K,2017,5045
2025,M,32,1:24:06,15K,2017,5046
2026,M,35,1:24:09,15K,2017,5049
2027,M,31,1:24:14,15K,2017,5054
2028,F,29,1:24:15,15K,2017,5055
2029,F,34,1:24:18,15K,2017,5058
2030,M,44,1:24:20,15K,2017,5060
2031,M,41,1:24:22,15K,2017,5062
2032,F,39,1:24:22,15K,2017,5062
2033,F,15,1:24:25,15K,2017,5065
2034,M,58,1:24:33,15K,2017,5073
2035,M,30,1:24:36,15K,2017,5076
2036,F,50,1:24:38,15K,2017,5078
2037,M,27,1:24:42,15K,2017,5082
2038,M,59,1:24:44,15K,2017,5084
2039,M,29,1:24:46,15K,2017,5086
2040,F,33,1:24:49,15K,2017,5089
2041,F,38,1:24:53,15K,2017,5093
2042,M,57,1:24:59,15K,2017,5099
2043,M,67,1:25:00,15K,2017,5100
2044,F,35,1:25:06,15K,2017,5106
2045,F,19,1:25:07,15K,2017,5107
2046,F,34,1:25:08,15K,2017,5108
2047,F,61,1:25:10,15K,2017,5110
2048,F,36,1:25:12,15K,2017,5112
2049,M,50,1:25:13,15K,2017,5113
2050,M,39,1:25:18,15K,2017,5118
2051,F,38,1:25:18,15K,2017,5118
2052,M,50,1:25:18,15K,2017,5118
2053,M,69,1:25:20,15K,2017,5120
2054,F,37,1:25:21,15K,2017,5121
2055,M,60,1:25:23,15K,2017,5123
2056,M,35,1:25:25,15K,2017,5125
2057,M,26,1:25:27,15K,2017,5127
2058,F,37,1:25:30,15K,2017,5130
2059,M,53,1:25:31,15K,2017,5131
2060,M,62,1:25:32,15K,2017,5132
2061,M,25,1:25:34,15K,2017,5134
2062,F,64,1:25:42,15K,2017,5142
2063,M,47,1:25:50,15K,2017,5150
2064,M,47,1:25:52,15K,2017,5152
2065,F,16,1:25:53,15K,2017,5153
2066,M,44,1:25:54,15K,2017,5154
2067,M,34,1:26:04,15K,2017,5164
2068,F,48,1:26:05,15K,2017,5165
2069,F,30,1:26:06,15K,2017,5166
2070,F,50,1:26:06,15K,2017,5166
2071,M,28,1:26:09,15K,2017,5169
2072,M,65,1:26:11,15K,2017,5171
2073,M,54,1:26:12,15K,2017,5172
2074,M,49,1:26:15,15K,2017,5175
2075,M,71,1:26:16,15K,2017,5176
2076,F,42,1:26:20,15K,2017,5180
2077,F,38,1:26:22,15K,2017,5182
2078,F,30,1:26:32,15K,2017,5192
2079,M,47,1:26:35,15K,2017,5195
2080,M,41,1:26:43,15K,2017,5203
2081,F,28,1:26:43,15K,2017,5203
2082,M,46,1:26:47,15K,2017,5207
2083,M,62,1:26:48,15K,2017,5208
2084,M,38,1:26:49,15K,2017,5209
2085,M,22,1:26:55,15K,2017,5215
2086,M,29,1:27:12,15K,2017,5232
2087,F,32,1:27:12,15K,2017,5232
2088,M,49,1:27:14,15K,2017,5234
2089,F,35,1:27:16,15K,2017,5236
2090,F,28,1:27:22,15K,2017,5242
2091,F,35,1:27:32,15K,2017,5252
2092,F,39,1:27:32,15K,2017,5252
2093,M,39,1:27:34,15K,2017,5254
2094,F,35,1:27:36,15K,2017,5256
2095,F,50,1:27:42,15K,2017,5262
2096,M,72,1:27:42,15K,2017,5262
2097,M,53,1:27:47,15K,2017,5267
2098,M,53,1:27:48,15K,2017,5268
