,gender,age,time,year,time_seconds
859,M,23,1:07:25,2018,4045
860,M,38,1:07:46,2018,4066
861,M,36,1:07:51,2018,4071
862,M,28,1:07:51,2018,4071
863,M,31,1:08:00,2018,4080
864,M,38,1:08:26,2018,4106
865,M,51,1:08:32,2018,4112
866,M,35,1:08:33,2018,4113
867,M,38,1:09:00,2018,4140
868,F,20,1:09:05,2018,4145
869,M,43,1:09:07,2018,4147
870,M,58,1:09:08,2018,4148
871,M,33,1:09:24,2018,4164
872,M,54,1:09:30,2018,4170
873,M,19,1:09:44,2018,4184
874,F,13,1:10:03,2018,4203
875,F,44,1:10:08,2018,4208
876,M,22,1:10:09,2018,4209
877,F,30,1:10:12,2018,4212
878,M,47,1:10:20,2018,4220
879,M,45,1:10:22,2018,4222
880,M,29,1:10:29,2018,4229
881,M,31,1:10:30,2018,4230
882,M,42,1:10:30,2018,4230
883,F,33,1:10:33,2018,4233
884,M,25,1:10:38,2018,4238
885,F,35,1:10:43,2018,4243
886,M,39,1:11:07,2018,4267
887,M,36,1:11:23,2018,4283
888,F,32,1:11:25,2018,4285
889,M,17,1:11:26,2018,4286
890,M,42,1:11:29,2018,4289
891,M,57,1:11:30,2018,4290
892,M,45,1:11:35,2018,4295
893,M,19,1:11:36,2018,4296
894,M,38,1:11:46,2018,4306
895,M,34,1:11:54,2018,4314
896,F,17,1:11:57,2018,4317
897,M,19,1:11:57,2018,4317
898,F,28,1:12:00,2018,4320
899,F,28,1:12:06,2018,4326
900,M,51,1:12:08,2018,4328
901,M,33,1:12:11,2018,4331
902,M,27,1:12:12,2018,4332
903,F,38,1:12:17,2018,4337
904,M,19,1:12:30,2018,4350
905,M,33,1:12:35,2018,4355
906,M,29,1:12:38,2018,4358
907,F,35,1:12:55,2018,4375
908,M,28,1:13:13,2018,4393
909,M,27,1:13:20,2018,4400
910,M,37,1:13:39,2018,4419
911,F,27,1:13:42,2018,4422
912,M,39,1:13:43,2018,4423
913,F,17,1:13:45,2018,4425
914,F,26,1:13:49,2018,4429
915,F,37,1:13:53,2018,4433
916,F,49,1:14:12,2018,4452
917,F,34,1:14:13,2018,4453
918,M,47,1:14:14,2018,4454
919,M,38,1:14:16,2018,4456
920,M,26,1:14:24,2018,4464
921,M,25,1:14:25,2018,4465
922,M,39,1:14:40,2018,4480
923,M,15,1:14:41,2018,4481
924,M,39,1:14:49,2018,4489
925,M,40,1:14:49,2018,4489
926,M,40,1:14:51,2018,4491
927,F,13,1:15:19,2018,4519
928,M,36,1:15:27,2018,4527
929,M,35,1:15:37,2018,4537
930,M,35,1:15:42,2018,4542
931,F,14,1:15:47,2018,4547
932,M,27,1:15:58,2018,4558
933,M,46,1:16:00,2018,4560
934,M,29,1:16:03,2018,4563
935,M,34,1:16:03,2018,4563
936,F,41,1:16:04,2018,4564
937,F,43,1:16:07,2018,4567
938,M,45,1:16:07,2018,4567
939,M,34,1:16:19,2018,4579
940,M,39,1:16:25,2018,4585
941,M,26,1:16:26,2018,4586
942,M,50,1:16:38,2018,4598
943,F,39,1:16:40,2018,4600
944,M,27,1:16:50,2018,4610
945,F,36,1:16:58,2018,4618
946,F,49,1:17:10,2018,4630
